user_id,predict_label,true_label
109673,0,0
1096812,1,1
109727077,1,1
1097758948,1,1
109812836,1,1
1098215686,0,0
1098415,1,1
1098584,1,1
109920358,1,1
1099216,1,1
1099312,1,1
1099516,1,1
1099574,1,1
109959127,1,1
110025652,1,1
110036235,1,1
110069,1,1
1101187500,1,1
110119941,1,1
110125228,1,1
1101337,1,1
1101363,1,1
110154227,1,1
110155136,1,1
1101608,1,1
1102102,1,1
1102174,1,1
11023920,1,1
110258959,1,1
110287282,1,0
1103537770,1,1
11035393,1,0
110355084,0,0
110369781,1,1
110419257,1,1
110433701,1,1
110438702,1,1
1105477558,1,1
110574,1,0
110615355,1,1
110737692,1,1
110738856,1,1
11076001,1,1
110815961,1,1
1108172,1,1
11082491,1,0
110852959,1,1
11088,1,1
110895268,1,1
11090923,0,0
110912,1,1
11091742,1,1
110958705,1,1
110976741,1,1
1110682523,1,1
1110808,1,1
1111010,1,1
1111272696,1,0
111139565,1,1
1111568,1,1
1111786573,1,1
1111893063,1,0
111213314,0,0
111359593,1,0
1113814915,1,0
1113863,1,0
1113968,0,0
11140375,1,1
1114123408,1,1
111457127,1,1
1115960,1,1
11163780,1,1
1116585,1,0
1116918986,1,0
111748852,1,1
111766825,1,1
1117783,1,1
1117922,1,1
1118558702,1,1
111897081,0,0
111945154,1,1
1119976,1,1
112004459,1,1
112010496,1,1
112026104,1,1
1120694,1,1
112113322,1,1
112135953,1,1
112147,1,1
1121583,1,1
112193257,1,1
112209437,0,0
1122239977,1,1
1122282,1,1
112270,1,1
112275713,1,1
112277,1,1
1122985722,0,0
112303194,1,0
1123310,1,1
112360640,1,1
1123645995,1,1
1123759,1,1
112410559,1,1
1124261,1,0
112499608,1,1
1125244,1,1
1125489,1,1
112560892,1,1
112581123,1,0
11264627,1,1
11265294,1,1
11265725,1,1
1126627,1,1
1126695,1,1
1127159,1,1
112721584,1,0
1127634,1,1
1127667667,0,0
112824297,1,1
112853334,1,1
11285824,1,1
11285847,1,0
1128679,1,1
11289535,1,1
112901991,1,1
1129661,1,0
112969251,0,0
11298654,1,0
11302028,1,1
11305462,1,1
113065231,0,0
11306724,1,1
11310157,1,1
1131223,1,0
113127807,1,1
1131746125,1,1
113192198,1,0
1131980,1,1
113213828,1,0
11321817,1,1
11325684,1,1
113259421,1,0
113261390,1,1
1133158,1,1
113317125,1,1
11336629,1,1
1133678,1,1
113380,0,0
11339008,1,1
11339418,1,0
1134352,1,1
1134565,1,0
113468547,0,0
11347,1,1
11347048,1,1
11349145,1,1
11350765,1,1
1135267,1,1
1135285,1,1
11353839,0,0
113554290,1,1
11357262,1,1
11358096,1,1
11363248,1,1
1136461,1,0
1136475993,1,1
11365554,1,1
11365830,1,0
113659275,1,1
1136600,0,0
11366248,1,1
11368473,1,1
1137359279,1,1
1137380,1,1
11375636,1,1
11377027,1,1
11377484,1,1
11377995,0,0
11378774,1,1
11381604,1,0
113818,1,0
11381840,1,1
113830075,1,1
113832939,1,1
1138583,1,1
113865020,1,1
1138869,1,1
1139012243,1,1
11391017,0,0
1139431,1,0
113961398,1,0
113969,1,1
114020171,1,0
11408,1,0
114088849,1,1
1141109,1,1
1141319,1,1
114165593,1,1
114210913,0,1
1142171,1,1
11424502,1,1
114252703,1,1
11425410,1,1
11426247,1,0
11428768,1,1
114310695,1,1
1143378,1,1
1143403,1,1
11435560,1,1
114365,1,0
1143651,1,0
11437925,1,1
11441553,1,1
11443190,1,1
1144320,1,1
11445997,1,1
1144605,1,1
11446923,1,1
1144975,1,1
11450646,1,1
11451866,1,1
11452355,1,1
1145380,1,1
1145412,1,1
1145596,1,1
114583228,1,1
11458487,0,0
11460144,0,0
11462408,1,0
1146313977,1,1
114676,1,1
1146900,1,1
114726802,1,1
1147715,0,0
114794235,1,1
114794311,1,1
11479678,1,0
114816994,1,1
114840826,1,0
11484939,1,1
1148962,1,1
11490920,0,0
11493806,1,1
1149399,1,1
11494889,1,1
11495044,1,1
11496497,0,0
11496556,0,0
114977063,1,1
115004366,0,0
115023,1,1
115049,1,0
11507946,1,1
1151080852,1,0
115127123,1,0
11514476,1,1
115149,0,0
115150813,1,1
11516017,1,1
1151716,1,0
11519159,1,1
11522789,1,1
1153058,0,0
115324651,1,1
11538921,1,1
115393801,1,1
115410510,1,0
115414923,1,1
1154518525,1,0
115454487,0,1
11547152,1,1
1154846,1,1
1154957,1,1
1155209060,1,0
11553594,1,1
115550,1,1
11558027,1,1
11558716,1,1
1155921,1,1
115599712,1,1
11561792,1,1
11562467,1,1
115626789,1,1
115644972,1,0
11565942,1,1
11566060,1,1
115672,1,1
11572290,0,0
11573068,1,1
11576,1,1
11579462,1,1
1158023,1,1
1158252,1,1
11583667,0,0
11584305,0,0
115845994,1,1
1158562,0,0
11588482,1,1
1159178,1,1
11591864,1,1
11592384,0,0
11592537,1,1
11592685,1,1
1159278,1,1
115942526,1,1
11594586,0,0
11598511,1,1
11599575,1,0
116013049,1,1
1160149,1,1
116029673,1,1
11603459,1,1
11605200,1,1
11606419,1,1
1160930,1,1
11609514,1,0
1161074,1,0
11610912,1,1
11616237,1,0
11616980,1,1
11617373,1,0
11618629,0,0
1161892443,0,1
116213,1,0
116218635,1,1
1162272,0,0
11624457,1,1
11627168,1,1
11627197,0,0
11628121,1,1
11630049,1,1
11630440,1,1
11631766,1,0
116341230,1,0
116358,1,1
116390461,0,0
1164017,1,0
116429000,0,1
1164320047,1,1
11645447,1,1
11648440,1,1
1165339,1,1
1165573,1,1
11655860,1,1
11656987,1,1
116579929,1,1
11659614,1,1
116612877,1,1
11664889,1,1
11665747,1,1
116657892,1,1
11668626,1,1
11671914,1,1
1167238286,1,1
11679552,1,1
116809,1,1
11683121,1,0
116855278,1,0
116858165,1,1
11686691,1,1
1168671,1,0
11688331,1,1
116890574,0,0
1169118,1,1
11694524,1,0
116952760,1,1
11697160,1,1
11697798,1,1
11699895,1,1
1169991,1,1
11700538,1,0
1170115,0,0
117030104,1,1
117059316,1,1
117070,1,1
11710062,1,1
1171184,0,0
11712061,1,1
117123325,1,0
11714896,1,1
117172870,1,1
11718494,1,1
11721084,1,1
11721093,1,1
117217408,1,1
11721927,0,1
11722841,0,1
117229840,1,0
11724325,1,1
1172481,1,1
11725191,1,1
1172575,1,1
11726350,1,1
11736739,1,1
117388386,1,0
1173914,1,0
1174254,0,1
1174489,0,1
1175012,1,1
1175406,1,0
117565711,1,1
11756578,0,1
1175795,1,0
117588848,1,1
1176377,1,1
1176412,1,1
1176452,1,1
11766510,1,1
1176940,1,0
1177070,1,0
1177262,1,1
11773314,1,1
117738,0,0
117771573,0,0
1177875320,1,1
11779242,1,1
117811803,1,1
11781326,1,0
117824127,1,1
11783063,1,1
11785,1,1
117860653,1,1
117893415,1,1
11791733,1,1
117924851,1,1
1179460,1,1
1179775,1,1
118016,1,1
118043460,1,0
118187090,1,0
1182028,1,1
118226740,0,1
118231981,1,1
118286,1,0
1183003,1,1
11831804,1,1
1183224,1,0
11833260,1,1
11834412,1,1
118377579,1,1
1183791549,1,1
1183876,1,1
11844619,1,1
118485,1,0
11849755,1,1
11849986,1,0
11850778,1,1
118513808,1,1
118529651,1,0
118535566,1,1
1185400,1,1
11856125,1,1
11874385,1,0
1187630,1,0
118764336,1,1
118832121,0,0
118836940,1,1
11883740,1,1
118877787,1,1
11891728,1,1
118926731,1,1
118970828,1,1
118987,1,0
119010957,1,0
11903514,1,1
119087568,1,1
119115100,1,1
119199,1,1
119242350,1,0
119279420,1,0
1193092,1,1
119343901,1,1
119381082,1,1
1194372,1,1
11943823,1,1
1194627,1,1
119517710,1,0
1195295,1,1
119539,1,1
119592032,1,1
1196089,1,0
119609636,1,1
1196354,1,1
11963598,1,0
1196611,1,1
1196953,1,0
1196973,1,1
1197329,1,1
1197826,1,0
119905945,1,0
120038,1,1
1200608,1,0
12010051,1,1
12011434,1,1
12023368,1,1
120291599,1,1
120305579,0,0
120326663,1,1
1203308,1,0
1203629,1,1
12036315,0,0
120366996,1,1
120406651,1,1
120434864,1,1
120448161,1,0
1205250,0,0
120536,1,1
1205695,0,0
1206483,1,1
1206892,1,1
120690,1,1
120741592,1,1
1207479,1,1
1207938,1,1
1208174,1,1
120842112,1,1
120891368,1,0
120949455,1,1
120957880,1,1
120974,1,1
1209771,1,1
120992624,1,1
121065332,0,0
121075326,1,1
1210963,1,1
1211042,1,1
1212416,0,0
121248,1,1
121252062,1,1
121283876,1,1
12131867,0,0
121329,1,0
121368827,1,1
121375131,1,1
1213839,0,0
1213863,1,1
121445055,1,1
1214592,1,1
1215108,0,0
1215121,1,0
121530552,1,1
121603219,1,0
121611637,0,0
121618699,1,1
1216466,1,1
12167,0,0
121814234,1,1
12186,1,1
121860065,1,1
1219718,1,1
1219930,0,0
122003370,1,1
122027188,1,0
1220801,1,1
1221166,1,1
122144709,0,0
122173056,1,1
122188505,1,1
122288,1,1
1223983,1,1
122453321,0,1
12250787,0,1
12250877,1,1
122523247,1,1
1225243,1,1
1225317,0,0
122554500,1,1
1225674,1,0
1225950,1,1
122613342,1,1
122696489,1,1
122735313,1,1
122744525,1,1
1227741,1,1
122790995,1,1
12281288,0,0
1228490,1,1
1228654,1,1
122870299,1,1
122888570,0,0
1229413,1,1
122950410,1,1
122991360,1,1
123033104,1,1
123036,1,1
123037075,1,1
123050332,0,1
1230589,1,1
1230789,1,1
12313198,1,1
12313715,1,1
1232790,1,1
123279289,1,1
123307506,1,0
12337394,1,1
123382756,0,0
123409746,1,1
1235067,1,1
123514,1,1
1235501,1,1
1235798,1,1
1236089,1,1
12373547,1,1
1237811,1,1
1238528,1,1
1239197,1,1
124115773,1,0
124126,1,1
1241418,1,1
1241820,1,1
124197,1,1
124210724,1,1
1242144,1,0
124230733,0,0
12425114,1,1
12436065,0,0
124366485,1,1
124391,1,1
124410338,1,1
124491,1,1
1245125,0,0
12458632,1,1
124597020,0,0
1246053,0,0
124696,1,1
12470112,1,1
124750,1,1
1247784,1,1
124802,1,1
124806,0,0
12483399,1,1
124923754,1,1
12496649,1,1
1250950,1,1
1250980,1,1
125163071,0,0
125177945,0,0
1251972,1,1
12522536,0,0
1252437,1,1
1253944,1,1
125419777,1,1
12543,1,1
1255127,1,1
1255475,1,1
12556589,0,0
125630,1,1
125635131,0,0
125731567,1,0
125752278,1,1
125785137,1,1
1258726,1,1
1259048,1,0
1259800,1,1
126027336,1,1
126123,1,1
1261279,1,1
126220820,1,1
126473441,1,0
1265330,1,1
126653712,0,0
126720584,1,1
126801,1,1
1268022,1,1
126851056,1,1
126861899,1,1
126869336,1,1
126875233,1,1
1269018,1,1
12692201,0,0
1269411,1,1
126976,1,1
12698705,1,1
127003391,1,1
1271308,1,0
1271693,1,1
12717829,1,1
1273034,0,0
1273570,1,0
1273887,1,0
1274105,1,1
127416036,1,1
127432,1,1
127479050,1,0
12751303,1,1
12752189,0,0
1275222,0,0
12756057,1,1
1275858,1,1
12766260,0,0
127665,1,1
12766971,0,0
12768025,1,1
127707060,1,0
12773159,1,1
12777359,1,0
12778235,1,1
127807,1,0
12782917,1,1
12783511,1,1
12785437,1,1
12787358,1,1
1278978,1,1
1278994,1,1
12790860,1,1
12791654,1,1
1279381,0,0
127978384,1,0
12799131,1,1
12799269,1,1
12805308,1,1
12806142,1,1
12806329,1,0
12807839,1,1
12809212,1,1
12811117,1,1
1281175,1,1
128139271,1,1
12814984,1,1
12816234,1,1
12820229,1,1
128206026,1,1
1282213,1,1
12826075,1,1
12831000,1,1
12833433,1,0
1283375,1,1
1283448,1,1
12840403,1,1
12841966,1,1
12844082,1,1
1284470,1,1
128534318,1,1
128575675,1,1
12858697,0,1
1286398,1,0
128692,1,1
128714516,1,1
1287297,1,1
12873524,1,0
1287797,1,0
12879557,1,1
1287998,1,1
128806778,1,1
12886430,1,1
12890037,1,1
12892032,1,1
12894384,0,1
12894972,1,1
1289667,1,1
1289870,1,1
1290133,1,1
129021835,0,0
12902233,1,1
129029675,1,0
12904192,1,1
12906835,1,1
12909042,1,1
1291328,1,1
1291558,1,1
129182417,1,1
12918968,1,1
129223386,1,1
12923411,0,0
1292890,1,0
129329378,1,0
129403,1,0
12941499,1,1
1294161,1,1
12941750,1,1
1294224,1,1
129425488,1,1
129425529,1,0
1294322,1,1
12947173,0,1
12948,1,1
12949121,1,1
1294947,1,1
1295168,1,0
12952921,1,1
12953283,1,0
12954463,0,0
1295954,1,0
12962562,1,0
1296465,1,1
12966806,1,1
129669960,1,1
12968723,1,1
129724282,0,1
129738332,1,1
129754062,0,1
12976542,0,0
12979106,1,1
12981944,1,1
12982,1,0
129910839,1,1
1299239,1,1
1299268,1,1
1299572,1,1
130017,1,1
1300307,1,1
1300372,1,1
13006558,1,1
1300720,1,1
13008680,1,1
1301111,1,1
130118882,1,1
1301206,1,1
1301452,1,1
13015234,1,1
13015856,1,1
130160,0,0
130200,0,1
1302716,1,1
1302871,1,0
13028728,1,1
1302976,1,1
130340631,1,1
1303513,1,1
130354257,1,1
13036211,1,1
13040109,1,0
13047025,1,1
1304755,1,1
130502417,1,1
1305139,1,1
1305170,1,1
130527,1,1
130529953,1,1
1305347,1,1
1305428,1,0
13055740,1,1
1305868,1,1
13058940,1,1
13059903,1,1
13060079,1,1
130632,1,1
1306362,0,0
13068863,0,0
1307345,1,1
1307595,0,0
1307824,0,0
1307993,1,1
1308243,1,1
1308351,1,1
130856225,1,0
130875656,1,0
13087909,1,1
1309157,1,1
1309181,0,0
13092223,0,0
1309475,1,1
13096759,1,0
130976,0,1
13099537,1,0
13100837,1,1
1310204,1,1
1310307,1,1
131040375,1,1
131042982,1,1
1310448,1,1
13106798,0,0
1310935,0,0
1312046,1,1
131247669,1,1
1312547,1,1
131259597,1,0
13133790,1,0
131367256,1,1
131377340,1,1
13139325,1,1
1314134,1,1
1314425,1,1
13146399,1,1
13148016,1,0
13152522,1,1
13153461,1,1
131535930,1,1
1315446,1,1
13157095,1,1
131571725,1,1
1316149,1,1
131617,1,1
131641891,1,1
13166624,1,1
131689891,1,1
13169475,1,1
13170687,1,1
1317615,1,1
13179122,1,1
131797344,1,0
13181164,1,1
13185768,1,1
13187393,1,1
13192849,1,1
13194476,1,1
1319755,1,1
13198596,1,1
13199280,1,1
13201652,1,1
13205645,1,1
132075930,1,1
13208253,1,1
13213316,0,0
1321462,1,0
13216908,0,0
132175647,0,0
1321787,0,0
13223587,1,0
13225666,1,1
132265056,1,1
13228060,1,1
132286477,0,0
132313,1,1
13232,1,1
132333740,1,1
13233745,1,0
13234488,1,1
132369673,0,1
13237436,1,1
1323780,1,1
132383520,1,0
13238559,0,0
13240060,0,0
13246276,1,1
132506,1,1
1325905,1,1
132606423,1,1
13268,1,1
1327254,1,1
132760441,1,1
13278846,1,1
13280989,1,0
13281519,1,0
1328222,1,1
13283704,1,1
132846259,1,1
1328549,1,0
13287057,1,1
13294013,1,1
132950,1,0
1329583,1,1
13296578,1,1
1329946,1,1
132999216,1,1
13299953,1,0
133024,1,1
13302474,1,1
1330615,1,1
13306159,1,1
13306785,1,1
1330991,1,1
1331391,1,1
13314637,1,1
133232093,1,0
1332957,1,1
13330040,1,1
13331684,1,0
13334702,0,0
13336785,1,1
13343939,1,1
1334405,1,1
13345891,1,1
133512231,1,1
1335539,1,1
13357984,1,1
1336178,1,1
1336588,1,1
133663911,1,0
1337488,1,1
133753,0,0
13375927,1,1
1337784,1,1
13380239,1,1
133809214,0,0
1338229,1,1
1338359,1,1
1338665,0,0
13388211,1,1
1338998,1,1
13390817,1,1
13395198,0,0
13395705,1,0
13399985,1,0
13402073,1,1
13403209,1,1
13403976,1,0
13404656,1,0
13411332,1,1
13411558,1,0
134140,1,1
1341787,1,0
13419242,1,1
1342013,1,1
1342313,1,1
1342477,1,1
1342663,1,1
13427172,0,0
13429221,1,1
134304610,1,1
13431781,1,1
13432681,0,0
13433436,1,0
1343453,1,1
13437361,1,1
13441041,1,1
13441937,0,0
13444278,1,1
13446236,1,1
1345081,1,1
13451890,1,1
13455519,1,1
13458939,1,1
13459018,1,1
13459442,1,1
13462592,1,1
1346341,1,1
134646011,0,0
13465626,1,1
13474253,1,1
13477949,1,1
13482635,1,0
13483,1,0
134889495,1,0
1348954,1,1
134906572,1,0
1349300,1,1
1349357,1,1
1349373,1,1
134968,1,1
13499869,1,1
13500853,0,1
13506764,1,1
1350682,1,1
13511905,1,1
1351211,1,1
135147,1,1
1351947,1,1
135218,1,1
13522781,1,1
135237093,0,0
13527948,0,0
13529260,1,1
13530462,1,1
1353221,1,1
13535090,0,0
13539186,1,0
1354889,1,1
135579845,1,0
1356058,1,1
1356391,1,1
1356558,1,1
135660,1,1
13566528,1,0
13568565,1,1
1357129,1,1
13576066,1,1
13576656,1,0
135799643,1,1
1358024,1,1
135807413,1,1
135822,1,1
1358380,1,1
13586461,1,1
13590319,0,0
135926064,1,0
13595314,1,1
135986,1,1
1359982,1,1
1360321,1,1
136036784,1,0
13608127,1,1
136096547,1,1
13610116,1,1
136104738,1,1
13613198,1,0
136140,1,1
1361565,1,1
13617232,1,1
13619010,1,1
13619916,1,1
13622988,1,1
1362336,1,1
13629899,1,1
13630193,1,1
1363128,1,1
136321,1,1
1363217,1,1
1363562,1,1
13637506,1,0
13639063,1,1
1364151,1,1
136430260,1,0
1364396,1,0
1364421,1,1
13649503,1,1
1365025,1,0
1365122,1,1
13651776,1,1
13654411,1,1
13656389,1,1
136570327,1,1
13657139,1,1
1365804,1,0
13658643,1,1
13660424,1,1
13665309,1,0
13665435,1,1
1366576,1,1
136667846,1,1
13667802,1,1
136685399,1,1
1366876,1,0
136714,1,0
13672722,1,1
136737788,1,1
1367473,1,1
13675503,1,1
136797877,1,1
1368287,1,1
13685140,1,1
13685347,1,0
13687261,1,1
13691096,1,1
13697465,1,1
13699735,1,1
137026420,1,1
137121,1,0
13713971,1,1
13714488,1,0
1371699,1,1
1371716,1,1
13717385,1,1
137191,1,1
13725365,0,1
1372553,1,1
13730456,1,1
13730481,1,1
13730484,1,1
13730579,1,1
1373523,1,1
13736050,1,1
137383,1,1
13742202,1,1
1374321,1,1
13743527,1,0
13744602,0,0
13745,1,1
13747003,1,1
1375275,1,1
13753558,1,1
13754303,0,1
1376437,0,0
137664,0,0
137692209,1,1
13769628,1,1
1377491,1,1
13776168,1,1
1377744,1,1
13777783,1,1
13777808,1,1
13779048,1,1
1378971,1,1
13798383,1,1
13800737,0,0
13801496,1,0
138050,1,1
13805389,1,1
1380555,1,1
1380602,1,1
1380612,1,0
13806292,1,1
13806520,1,1
138076301,1,0
13808978,1,1
13809530,0,0
138118549,0,0
13812440,1,1
13812501,1,1
13812616,1,1
13813178,1,0
138161,1,1
13816442,1,0
13820385,1,1
1382338,1,1
138252,1,1
13826054,1,1
13826309,1,1
138269074,1,1
13827947,1,1
13829640,1,1
13830005,1,1
138316617,1,0
13832055,1,1
13834105,1,1
13835786,1,1
138378134,1,1
138391512,1,0
13839247,1,1
13840356,1,1
13841040,1,1
13843840,1,1
13846820,1,0
13846967,1,1
13847294,1,0
13847624,1,1
13849546,1,0
1385121,1,0
1385465,0,0
13855135,1,1
1385602,1,1
13858396,1,1
13858716,1,1
13859349,1,1
13863574,1,1
13863795,1,0
138649,1,0
1386686,1,1
13867226,0,1
138677068,1,0
138678,1,0
138678983,1,1
13874622,1,1
1387555,0,1
13876008,1,1
1387606,1,1
13876143,1,1
13877421,1,1
13879419,0,0
138838330,1,1
13884042,1,1
138842546,0,1
1388726,1,1
1388847,1,1
1389097,1,1
138954343,1,1
138966601,1,1
1390027,1,1
1390087,1,0
1390088,1,1
1390660,1,1
13907943,1,1
13909554,1,1
13909848,1,0
13910562,1,0
13913626,1,1
13914118,1,0
13916479,1,1
139177151,1,1
13917964,1,0
1391813,1,1
139204260,1,1
13921167,1,1
13921706,1,1
13927270,1,0
13930343,1,1
13932827,0,0
13937640,1,1
1394249,1,1
13944111,0,0
13949337,1,1
13949981,1,1
139503,1,1
13951327,0,1
13952402,1,0
13954470,1,1
13954802,1,1
13954974,1,1
13955608,1,0
13966614,1,1
13972555,1,0
1397355,1,1
139754797,1,1
139775184,1,1
13980701,1,0
13981890,0,1
13983293,1,1
1398600,1,1
1399165,1,1
13993235,1,0
140058553,1,1
14006877,1,1
1400777,1,1
14008962,1,1
14014772,1,0
14015888,1,1
1401842,1,0
14018793,1,0
